alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id,w7_setup_boost,w7_market_mult,w7_applied_layers,call_id,fired_at,symbol,session,r_planned,channel,outcome,r_result,r_actual,points_result,mfe_r,mae_r,duration_sec,resolved_at,lane,lab_gate
3b6093afcd,2026-09-25T02:41:01.170817+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4319.4,4345.3968,4293.0,1.02,swing_level,-10,6,REJECT,,,42.77,31.0959,25.45,MIXED,2,0.06,0,CLOSED,WIN,0,4293.0,6,,2026-09-25,,,,#GC-0924-KQ,2026-09-25T02:41:01.170817+00:00,CON.F.US.GCE.Z26,Asia,1.02,lab (not sent),WIN,1.02,1.016,26.4,1.092,0.085,9021,2026-09-25T05:11:23.140893+00:00,lab,rr_too_low
a36eebd486,2026-09-25T02:43:01.713622+00:00,BTC,1h,STOCH_REVERSAL_BEAR,SHORT,84452.97,85095.5567,82708.96,2.71,swing_level_sweet,10,22,REJECT,,,51.76,535.4889,20.32,MIXED,2,1.2,0,CLOSED,LOSS,8,85095.5567,22,,2026-09-25,,,,#BTC-0924-PA,2026-09-25T02:43:01.713622+00:00,BTC/USD,Asia,2.71,lab (not sent),LOSS,-1.0,-1.0,-642.5867,1.141,1.073,30484,2026-09-25T11:11:06.620602+00:00,lab,conviction
1dd8b0ea12,2026-09-25T03:13:05.398873+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4319.4,4345.3968,4293.0,1.02,swing_level,-10,6,REJECT,,,42.77,31.0959,25.45,MIXED,3,0.06,0,CLOSED,WIN,0,4293.0,6,,2026-09-25,,,,#GC-0924-6U,2026-09-25T03:13:05.398873+00:00,CON.F.US.GCE.Z26,Asia,1.02,lab (not sent),WIN,1.02,1.016,26.4,1.092,0.019,7097,2026-09-25T05:11:23.209239+00:00,lab,rr_too_low
784ac237cc,2026-09-25T03:43:08.165280+00:00,GC,1h,VWAP_REJECT_BEAR,SHORT,4310.6,4333.8659,4278.3,1.39,swing_level,-10,14,REJECT,,,48.49,16.8293,21.0,MIXED,3,0.24,0,CLOSED,LOSS,6,4333.8659,14,,2026-09-25,,,,#GC-0924-G9,2026-09-25T03:43:08.165280+00:00,CON.F.US.GCE.Z26,Asia,1.39,lab (not sent),LOSS,-1.0,-1.0,-23.2659,0.873,1.027,23087,2026-09-25T10:07:56.047243+00:00,lab,rr_too_low
72039ef456,2026-09-25T03:43:08.172166+00:00,GC,1h,EMA21_PULLBACK_BEAR,SHORT,4310.6,4335.5488,4278.3,1.29,swing_level,-10,6,REJECT,,,48.49,16.8293,21.0,MIXED,3,0.24,0,CLOSED,LOSS,6,4335.5488,6,,2026-09-25,,,,#GC-0924-9G,2026-09-25T03:43:08.172166+00:00,CON.F.US.GCE.Z26,Asia,1.29,lab (not sent),LOSS,-1.0,-1.0,-24.9488,0.814,1.154,23388,2026-09-25T10:12:56.822281+00:00,lab,rr_too_low
69c8a982d0,2026-09-25T04:17:17.890887+00:00,GC,1h,EMA21_PULLBACK_BEAR,SHORT,4304.3,4326.4448,4278.3,1.17,swing_level,-10,6,REJECT,,,45.8,16.1492,19.66,MIXED,4,0.07,0,CLOSED,LOSS,4,4326.4448,6,,2026-09-25,,,,#GC-0925-58,2026-09-25T04:17:17.890887+00:00,CON.F.US.GCE.Z26,Asia,1.17,lab (not sent),LOSS,-1.0,-1.0,-22.1448,0.632,1.282,16166,2026-09-25T08:46:44.608592+00:00,lab,rr_too_low
929bb0a6cc,2026-09-25T04:17:17.919579+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4310.6,4337.3735,4281.2,1.1,swing_level,-10,14,REJECT,,,40.7,31.8674,25.45,MIXED,4,0.17,0,CLOSED,LOSS,1,4337.3735,14,,2026-09-25,,,,#GC-0925-CW,2026-09-25T04:17:17.919579+00:00,CON.F.US.GCE.Z26,Asia,1.1,lab (not sent),LOSS,-1.0,-1.0,-26.7735,0.758,1.076,21338,2026-09-25T10:12:56.917255+00:00,lab,rr_too_low
cdf718ec15,2026-09-25T04:47:20.684174+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4306.9,4337.4635,4273.3,1.1,swing_level,-10,14,REJECT,,,39.88,32.3174,25.45,MIXED,4,0.26,0,CLOSED,LOSS,1,4337.4635,14,,2026-09-25,,,,#GC-0925-GC,2026-09-25T04:47:20.684174+00:00,CON.F.US.GCE.Z26,Asia,1.1,lab (not sent),LOSS,-1.0,-1.0,-30.5635,0.543,1.063,19536,2026-09-25T10:12:57.032234+00:00,lab,rr_too_low
ab980d3570,2026-09-25T04:47:20.689443+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4306.9,4344.6268,4200.7,2.81,swing_level_sweet,-10,6,REJECT,,,39.88,32.3174,25.45,MIXED,4,0.26,0,CLOSED,LOSS,1,4344.6268,6,,2026-09-25,,,,#GC-0925-GX,2026-09-25T04:47:20.689443+00:00,CON.F.US.GCE.Z26,Asia,2.81,lab (not sent),LOSS,-1.0,-1.0,-37.7268,0.44,1.018,20378,2026-09-25T10:26:59.581912+00:00,lab,conviction
6addab56e0,2026-09-25T05:25:24.558800+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4306.9,4337.4635,4273.3,1.1,swing_level,-10,14,REJECT,,,39.88,32.3174,25.45,MIXED,5,0.26,0,CLOSED,LOSS,1,4337.4635,14,,2026-09-25,,,,#GC-0925-BG,2026-09-25T05:25:24.558800+00:00,CON.F.US.GCE.Z26,Asia,1.1,lab (not sent),LOSS,-1.0,-1.0,-30.5635,0.308,1.063,17252,2026-09-25T10:12:57.121918+00:00,lab,rr_too_low
fb4a416d6e,2026-09-25T05:25:24.563973+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4306.9,4344.6268,4200.7,2.81,swing_level_sweet,-10,6,REJECT,,,39.88,32.3174,25.45,MIXED,5,0.26,0,CLOSED,LOSS,1,4344.6268,6,,2026-09-25,,,,#GC-0925-HR,2026-09-25T05:25:24.563973+00:00,CON.F.US.GCE.Z26,Asia,2.81,lab (not sent),LOSS,-1.0,-1.0,-37.7268,0.249,1.018,18095,2026-09-25T10:26:59.667423+00:00,lab,conviction
6874f7fbf4,2026-09-25T05:56:29.082076+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4303.1,4337.6349,4200.7,2.97,swing_level_sweet,-10,14,REJECT,,,39.08,33.1745,25.73,MIXED,5,0.48,0,CLOSED,LOSS,1,4337.6349,14,,2026-09-25,,,,#GC-0925-36,2026-09-25T05:56:29.082076+00:00,CON.F.US.GCE.Z26,Asia,2.97,lab (not sent),LOSS,-1.0,-1.0,-34.5349,0.067,1.051,15388,2026-09-25T10:12:57.211709+00:00,lab,setup_off
5d33fc6688,2026-09-25T05:56:29.086633+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4303.1,4344.5385,4200.7,2.47,swing_level_sweet,-10,6,REJECT,,,39.08,33.1745,25.73,MIXED,5,0.48,0,CLOSED,LOSS,1,4344.5385,6,,2026-09-25,,,,#GC-0925-EK,2026-09-25T05:56:29.086633+00:00,CON.F.US.GCE.Z26,Asia,2.47,lab (not sent),LOSS,-1.0,-1.0,-41.4385,0.056,1.018,16230,2026-09-25T10:26:59.754469+00:00,lab,conviction
7024d6af08,2026-09-25T06:26:38.067074+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4303.1,4337.6349,4200.7,2.97,swing_level_sweet,-8,14,REJECT,,,39.08,33.1745,25.73,MIXED,6,0.48,0,CLOSED,LOSS,0,4337.6349,14,,2026-09-25,,,,#GC-0925-VJ,2026-09-25T06:26:38.067074+00:00,CON.F.US.GCE.Z26,London,2.97,lab (not sent),LOSS,-1.0,-1.0,-34.5349,0.0,1.051,13579,2026-09-25T10:12:57.305360+00:00,lab,setup_off
4bd79ad778,2026-09-25T06:26:38.073454+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4303.1,4344.5385,4200.7,2.47,swing_level_sweet,-8,6,REJECT,,,39.08,33.1745,25.73,MIXED,6,0.48,0,CLOSED,LOSS,1,4344.5385,6,,2026-09-25,,,,#GC-0925-M8,2026-09-25T06:26:38.073454+00:00,CON.F.US.GCE.Z26,London,2.47,lab (not sent),LOSS,-1.0,-1.0,-41.4385,0.0,1.018,14421,2026-09-25T10:26:59.858858+00:00,lab,conviction
79bf269d01,2026-09-25T06:56:51.742132+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4312.6,4342.0144,4281.2,1.07,swing_level,-10,6,REJECT,,,42.39,31.9192,26.08,LH_LL,6,0.15,0,CLOSED,LOSS,0,4342.0144,6,,2026-09-25,,,,#GC-0925-8G,2026-09-25T06:56:51.742132+00:00,CON.F.US.GCE.Z26,London,1.07,lab (not sent),LOSS,-1.0,-1.0,-29.4144,0.218,1.068,12006,2026-09-25T10:16:57.948519+00:00,lab,rr_too_low
f528152912,2026-09-25T07:30:27.594792+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4312.6,4342.0144,4281.2,1.07,swing_level,-10,6,REJECT,,,42.39,31.9192,26.08,LH_LL,7,0.15,0,CLOSED,LOSS,0,4342.0144,6,,2026-09-25,,,,#GC-0925-93,2026-09-25T07:30:27.594792+00:00,CON.F.US.GCE.Z26,London,1.07,lab (not sent),LOSS,-1.0,-1.0,-29.4144,0.088,1.068,9990,2026-09-25T10:16:58.037484+00:00,lab,rr_too_low
66d168a523,2026-09-25T08:02:32.066282+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4315.8,4342.3182,4281.2,1.3,swing_level,-10,6,REJECT,,,43.35,31.9621,26.08,LH_LL,8,0.28,0,CLOSED,LOSS,0,4342.3182,6,,2026-09-25,,,,#GC-0925-YR,2026-09-25T08:02:32.066282+00:00,CON.F.US.GCE.Z26,London,1.3,lab (not sent),LOSS,-1.0,-1.0,-26.5182,0.072,1.063,8066,2026-09-25T10:16:58.120446+00:00,lab,rr_too_low
c6f6e15cd1,2026-09-25T08:36:43.605964+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4315.8,4342.3182,4281.2,1.3,swing_level,-10,6,REJECT,,,43.35,31.9621,26.08,LH_LL,8,0.28,0,CLOSED,LOSS,0,4342.3182,6,,2026-09-25,,,,#GC-0925-4T,2026-09-25T08:36:43.605964+00:00,CON.F.US.GCE.Z26,London,1.3,lab (not sent),LOSS,-1.0,-1.0,-26.5182,0.0,1.063,6014,2026-09-25T10:16:58.203566+00:00,lab,rr_too_low
0ebcd35523,2026-09-25T11:31:20.289542+00:00,BTC,15m,BB_REVERSION_BEAR,SHORT,84889.15,85322.5155,83799.24,2.51,swing_level_sweet,9,13,REJECT,,,59.29,241.7185,27.67,LH_LL,11,0.09,0,CLOSED,WIN,9,83799.24,13,,2026-09-25,,,,#BTC-0925-DT,2026-09-25T11:31:20.289542+00:00,BTC/USD,London,2.51,lab (not sent),WIN,2.51,2.515,1089.91,3.205,0.0,8242,2026-09-25T13:48:42.671093+00:00,lab,conviction
5ec836c8cf,2026-09-25T12:34:48.444219+00:00,BTC,15m,VWAP_BOUNCE_BULL,LONG,84461.19,83821.7814,86465.4,3.13,swing_level,10,19,REJECT,,,49.14,281.4928,23.05,MIXED,12,0.36,1,CLOSED,LOSS,4,83821.7814,19,,2026-09-25,,,,#BTC-0925-RE,2026-09-25T12:34:48.444219+00:00,BTC/USD,NY pre,3.13,lab (not sent),LOSS,-1.0,-1.0,-639.4086,0.172,1.077,4252,2026-09-25T13:45:41.118786+00:00,lab,conviction
ad3a55ce9a,2026-09-25T12:34:48.447831+00:00,BTC,15m,RSI_DIV_BEAR,SHORT,84461.19,85079.4571,82708.96,2.83,swing_level_sweet,10,22,REJECT,,,49.14,281.4928,23.05,MIXED,12,0.36,1,OPEN,,,,22,,2026-09-25,,,,#BTC-0925-A6,2026-09-25T12:34:48.447831+00:00,BTC/USD,NY pre,2.83,lab (not sent),,,,,,,,,lab,conviction
96d9cd8091,2026-09-25T13:07:29.160436+00:00,BTC,1h,VWAP_BOUNCE_BULL,LONG,84437.76,83778.1947,86384.73,2.95,swing_level_sweet,10,19,REJECT,,,51.81,499.4267,14.02,MIXED,13,0.06,0,CLOSED,LOSS,0,83778.1947,19,,2026-09-25,,,,#BTC-0925-ZK,2026-09-25T13:07:29.160436+00:00,BTC/USD,NY pre,2.95,lab (not sent),LOSS,-1.0,-1.0,-659.5653,0.202,1.422,2473,2026-09-25T13:48:42.759478+00:00,lab,conviction
d669c6874b,2026-09-25T13:22:31.781363+00:00,GC,1h,VWAP_REJECT_BEAR,SHORT,4323.7,4348.474,4273.3,2.03,swing_level_sweet,-10,14,REJECT,,,52.0,15.87,18.6,LH_LL,13,0.8,0,CLOSED,LOSS,6,4327.0,14,,2026-09-25,,,,#GC-0925-55,2026-09-25T13:22:31.781363+00:00,CON.F.US.GCE.Z26,NY pre,2.03,lab (not sent),LOSS,-0.133,-0.133,-3.3,1.393,0.496,23561,2026-09-25T19:55:13.089756+00:00,lab,setup_off
ca793b58c2,2026-09-25T13:35:05.712753+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4314.5,4340.269,4281.2,1.29,swing_level,-10,14,REJECT,,,43.74,33.8449,25.04,LH_LL,13,1.08,1,CLOSED,LOSS,1,4327.0,14,,2026-09-25,,,,#GC-0925-HK,2026-09-25T13:35:05.712753+00:00,CON.F.US.GCE.Z26,NY open,1.29,lab (not sent),LOSS,-0.485,-0.485,-12.5,0.982,0.834,22807,2026-09-25T19:55:13.205294+00:00,lab,rr_too_low
f2ad1bfd61,2026-09-25T13:35:05.718521+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4314.5,4343.6535,4281.2,1.14,swing_level,-10,6,REJECT,,,43.74,33.8449,25.04,LH_LL,13,1.08,1,CLOSED,LOSS,1,4327.0,6,,2026-09-25,,,,#GC-0925-FY,2026-09-25T13:35:05.718521+00:00,CON.F.US.GCE.Z26,NY open,1.14,lab (not sent),LOSS,-0.429,-0.429,-12.5,0.868,0.737,22807,2026-09-25T19:55:13.316054+00:00,lab,rr_too_low
8856de983c,2026-09-25T13:54:45.805008+00:00,BTC,15m,STOCH_REVERSAL_BULL,LONG,84061.57,83639.5158,85250.0,2.82,swing_level_sweet,8,51,REJECT,,,40.58,332.4105,22.79,MIXED,13,2.87,0,CLOSED,LOSS,0,83639.5158,51,,2026-09-25,,,,#BTC-0925-4Q,2026-09-25T13:54:45.805008+00:00,BTC/USD,NY open,2.82,lab (not sent),LOSS,-1.0,-1.0,-422.0542,0.0,1.486,544,2026-09-25T14:03:50.244044+00:00,lab,conviction
4ebb3bae1b,2026-09-25T14:05:20.833294+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4314.5,4340.269,4281.2,1.29,swing_level,-10,14,REJECT,,,43.74,33.8449,25.04,LH_LL,14,1.08,0,CLOSED,LOSS,1,4327.0,14,,2026-09-25,,,,#GC-0925-4F,2026-09-25T14:05:20.833294+00:00,CON.F.US.GCE.Z26,NY open,1.29,lab (not sent),LOSS,-0.485,-0.485,-12.5,0.761,0.834,20992,2026-09-25T19:55:13.423329+00:00,lab,rr_too_low
171e12ae5e,2026-09-25T14:05:20.839398+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4314.5,4343.6535,4281.2,1.14,swing_level,-10,6,REJECT,,,43.74,33.8449,25.04,LH_LL,14,1.08,0,CLOSED,LOSS,1,4327.0,6,,2026-09-25,,,,#GC-0925-KU,2026-09-25T14:05:20.839398+00:00,CON.F.US.GCE.Z26,NY open,1.14,lab (not sent),LOSS,-0.429,-0.429,-12.5,0.672,0.737,20992,2026-09-25T19:55:13.533961+00:00,lab,rr_too_low
533503ae15,2026-09-25T14:15:56.783398+00:00,BTC,15m,BB_REVERSION_BULL,LONG,83602.5,82983.1001,85250.0,2.66,swing_level_sweet,8,35,REJECT,,,32.18,360.2997,26.55,MIXED,14,0.17,0,OPEN,,,,35,,2026-09-25,,,,#BTC-0925-55,2026-09-25T14:15:56.783398+00:00,BTC/USD,NY open,2.66,lab (not sent),,,,,,,,,lab,conviction
8e44fdce37,2026-09-25T14:36:05.491907+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4300.7,4358.2255,4200.7,1.74,swing_level,-10,14,REJECT,,,40.88,33.1274,24.95,LH_LL,14,0.48,0,CLOSED,LOSS,1,4327.0,14,,2026-09-25,,,,#GC-0925-RY,2026-09-25T14:36:05.491907+00:00,CON.F.US.GCE.Z26,NY open,1.74,lab (not sent),LOSS,-0.457,-0.457,-26.3,0.0,0.614,19148,2026-09-25T19:55:13.645318+00:00,lab,rr_too_low
a6cd1382bd,2026-09-25T14:36:05.497508+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4300.7,4361.5382,4200.7,1.64,swing_level,-10,6,REJECT,,,40.88,33.1274,24.95,LH_LL,14,0.48,0,CLOSED,LOSS,1,4327.0,6,,2026-09-25,,,,#GC-0925-PD,2026-09-25T14:36:05.497508+00:00,CON.F.US.GCE.Z26,NY open,1.64,lab (not sent),LOSS,-0.432,-0.432,-26.3,0.0,0.58,19148,2026-09-25T19:55:13.757687+00:00,lab,rr_too_low
1ebbe2d695,2026-09-25T14:36:05.502870+00:00,GC,4h,BREAK_RETEST_BEAR,SHORT,4300.7,4323.9509,4273.3,1.18,swing_level,-10,24,REJECT,,,40.88,33.1274,24.95,LH_LL,14,0.48,0,CLOSED,LOSS,0,4323.9509,24,,2026-09-25,,,,#GC-0925-7A,2026-09-25T14:36:05.502870+00:00,CON.F.US.GCE.Z26,NY open,1.18,lab (not sent),LOSS,-1.0,-1.0,-23.2509,0.0,1.157,5053,2026-09-25T16:00:18.812696+00:00,lab,rr_too_low
11e7e159d2,2026-09-25T14:36:05.508566+00:00,GC,4h,MACD_CROSS_BEAR,SHORT,4300.7,4361.5382,4200.7,1.64,swing_level,-10,76,HIGH,,,40.88,33.1274,24.95,LH_LL,14,0.48,0,CLOSED,LOSS,1,4327.0,76,,2026-09-25,,,,#GC-0925-7Y,2026-09-25T14:36:05.508566+00:00,CON.F.US.GCE.Z26,NY open,1.64,lab (not sent),LOSS,-0.432,-0.432,-26.3,0.0,0.58,19148,2026-09-25T19:55:13.871022+00:00,lab,rr_too_low
7116417926,2026-09-25T15:06:11.322858+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4300.7,4358.2255,4200.7,1.74,swing_level,-10,14,REJECT,,,40.88,33.1274,24.95,LH_LL,15,0.48,0,CLOSED,LOSS,1,4327.0,14,,2026-09-25,,,,#GC-0925-ZV,2026-09-25T15:06:11.322858+00:00,CON.F.US.GCE.Z26,NY mid,1.74,lab (not sent),LOSS,-0.457,-0.457,-26.3,0.0,0.614,17342,2026-09-25T19:55:13.986236+00:00,lab,rr_too_low
3185251fd0,2026-09-25T15:06:11.328681+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4300.7,4361.5382,4200.7,1.64,swing_level,-10,6,REJECT,,,40.88,33.1274,24.95,LH_LL,15,0.48,0,CLOSED,LOSS,1,4327.0,6,,2026-09-25,,,,#GC-0925-XC,2026-09-25T15:06:11.328681+00:00,CON.F.US.GCE.Z26,NY mid,1.64,lab (not sent),LOSS,-0.432,-0.432,-26.3,0.0,0.58,17342,2026-09-25T19:55:14.097947+00:00,lab,rr_too_low
2a557f4a0a,2026-09-25T15:06:11.334065+00:00,GC,4h,BREAK_RETEST_BEAR,SHORT,4300.7,4323.9509,4273.3,1.18,swing_level,-10,24,REJECT,,,40.88,33.1274,24.95,LH_LL,15,0.48,0,CLOSED,LOSS,0,4323.9509,24,,2026-09-25,,,,#GC-0925-E7,2026-09-25T15:06:11.334065+00:00,CON.F.US.GCE.Z26,NY mid,1.18,lab (not sent),LOSS,-1.0,-1.0,-23.2509,0.0,1.157,3247,2026-09-25T16:00:18.930155+00:00,lab,rr_too_low
49bcb0918e,2026-09-25T15:06:11.339054+00:00,GC,4h,MACD_CROSS_BEAR,SHORT,4300.7,4361.5382,4200.7,1.64,swing_level,-10,76,HIGH,,,40.88,33.1274,24.95,LH_LL,15,0.48,0,CLOSED,LOSS,1,4327.0,76,,2026-09-25,,,,#GC-0925-J4,2026-09-25T15:06:11.339054+00:00,CON.F.US.GCE.Z26,NY mid,1.64,lab (not sent),LOSS,-0.432,-0.432,-26.3,0.0,0.58,17342,2026-09-25T19:55:14.213634+00:00,lab,rr_too_low
847e79bfa6,2026-09-25T15:06:11.399590+00:00,BTC,15m,EMA21_PULLBACK_BEAR,SHORT,83798.76,84252.6495,82708.96,2.4,swing_level_sweet,8,30,REJECT,,,40.45,373.6358,28.35,MIXED,15,0.75,0,OPEN,,,,30,,2026-09-25,,,,#BTC-0925-YT,2026-09-25T15:06:11.399590+00:00,BTC/USD,NY mid,2.4,lab (not sent),,,,,,,,,lab,rr_too_low
b051a3d9a0,2026-09-25T15:36:15.475272+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4316.8,4358.3398,4200.7,2.79,swing_level_sweet,-10,14,REJECT,,,44.66,33.6988,24.95,LH_LL,15,0.95,0,CLOSED,LOSS,1,4327.0,14,,2026-09-25,,,,#GC-0925-QG,2026-09-25T15:36:15.475272+00:00,CON.F.US.GCE.Z26,NY mid,2.79,lab (not sent),LOSS,-0.246,-0.246,-10.2,0.286,0.462,15538,2026-09-25T19:55:14.321626+00:00,lab,setup_off
15a15209ce,2026-09-25T15:36:15.481382+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4316.8,4361.7096,4200.7,2.59,swing_level_sweet,-10,6,REJECT,,,44.66,33.6988,24.95,LH_LL,15,0.95,0,CLOSED,LOSS,1,4327.0,6,,2026-09-25,,,,#GC-0925-CC,2026-09-25T15:36:15.481382+00:00,CON.F.US.GCE.Z26,NY mid,2.59,lab (not sent),LOSS,-0.227,-0.227,-10.2,0.265,0.428,15538,2026-09-25T19:55:14.439482+00:00,lab,conviction
6a478af8e7,2026-09-25T15:36:15.556900+00:00,BTC,15m,EMA21_PULLBACK_BEAR,SHORT,83677.45,84188.0403,83091.19,1.15,swing_level,8,30,REJECT,,,37.85,358.8706,28.84,MIXED,15,0.5,0,CLOSED,LOSS,20,84188.0403,30,,2026-09-25,,,,#BTC-0925-UY,2026-09-25T15:36:15.556900+00:00,BTC/USD,NY mid,1.15,lab (not sent),LOSS,-1.0,-1.0,-510.5903,0.67,1.023,18618,2026-09-25T20:46:34.138097+00:00,lab,rr_too_low
f96ca77378,2026-09-25T16:10:20.319127+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4316.8,4358.3398,4200.7,2.79,swing_level_sweet,-10,14,REJECT,,,44.66,33.6988,24.95,LH_LL,16,0.95,0,CLOSED,LOSS,0,4327.0,14,,2026-09-25,,,,#GC-0925-AG,2026-09-25T16:10:20.319127+00:00,CON.F.US.GCE.Z26,NY mid,2.79,lab (not sent),LOSS,-0.246,-0.246,-10.2,0.055,0.376,13494,2026-09-25T19:55:14.549286+00:00,lab,setup_off
cd0ed49dc5,2026-09-25T16:10:20.324066+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4316.8,4361.7096,4200.7,2.59,swing_level_sweet,-10,6,REJECT,,,44.66,33.6988,24.95,LH_LL,16,0.95,0,CLOSED,LOSS,0,4327.0,6,,2026-09-25,,,,#GC-0925-GH,2026-09-25T16:10:20.324066+00:00,CON.F.US.GCE.Z26,NY mid,2.59,lab (not sent),LOSS,-0.227,-0.227,-10.2,0.051,0.347,13494,2026-09-25T19:55:14.657763+00:00,lab,conviction
37197359e9,2026-09-25T16:41:33.000683+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4318.9,4362.0311,4200.7,2.74,swing_level_sweet,-10,6,REJECT,,,45.23,34.7702,24.95,LH_LL,16,1.56,0,CLOSED,LOSS,0,4327.0,6,,2026-09-25,,,,#GC-0925-J7,2026-09-25T16:41:33.000683+00:00,CON.F.US.GCE.Z26,NY mid,2.74,lab (not sent),LOSS,-0.188,-0.188,-8.1,0.102,0.313,11621,2026-09-25T19:55:14.771010+00:00,lab,conviction
48f55a5ecc,2026-09-25T17:11:37.111356+00:00,GC,4h,EMA21_PULLBACK_BEAR,SHORT,4318.9,4362.0311,4200.7,2.74,swing_level_sweet,-10,6,REJECT,,,45.23,34.7702,24.95,LH_LL,17,1.56,0,CLOSED,LOSS,0,4327.0,6,,2026-09-25,,,,#GC-0925-3P,2026-09-25T17:11:37.111356+00:00,CON.F.US.GCE.Z26,NY mid,2.74,lab (not sent),LOSS,-0.188,-0.188,-8.1,0.102,0.313,9817,2026-09-25T19:55:14.883794+00:00,lab,conviction
a6c3b38b54,2026-09-25T22:58:06.314992+00:00,BTC,1h,VWAP_BOUNCE_BULL,LONG,84094.95,83512.4329,86384.73,3.93,swing_level,8,19,REJECT,,,49.57,485.4309,14.89,MIXED,22,0.27,0,OPEN,,,,19,,2026-09-28,,,,#BTC-0925-FG,2026-09-25T22:58:06.314992+00:00,BTC/USD,Asia,3.93,lab (not sent),,,,,,,,,lab,conviction
